"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","odds_ratio"
"WP138","Androgen receptor signaling pathway","16/1022","82/4839",0.683077882553455,0.999930074063124,0.935607086842689,"672/811/857/898/11034/2288/2316/2308/2932/8850/23028/5883/5901/388/23411/7041",16,0.903909874088801
"WP107","Translation Factors","9/1022","47/4839",0.68642269962721,0.999930074063124,0.935607086842689,"1915/1933/1936/27102/5610/1975/1978/1979/8637",9,0.883540291993557
"WP2916","Interactome of polycomb repressive complex 2 (PRC2) ","3/1022","16/4839",0.688478387784337,0.999930074063124,0.935607086842689,"2146/22823/5928",3,0.86147807050653
"WP3664","Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds","3/1022","16/4839",0.688478387784337,0.999930074063124,0.935607086842689,"8324/2932/6925",3,0.86147807050653
"WP3927","BMP Signaling Pathway in Eyelid Development","3/1022","16/4839",0.688478387784337,0.999930074063124,0.935607086842689,"3625/5308/6422",3,0.86147807050653
"WP4331","Neovascularisation processes","7/1022","37/4839",0.692135111733692,0.999930074063124,0.935607086842689,"94/284/6387/2048/3815/4093/7043",7,0.870574712643678
"WP2805","exRNA mechanism of action and biogenesis","1/1022","5/4839",0.694794596626247,0.999930074063124,0.935607086842689,"57510",1,0.933643486777669
"WP311","Synthesis and Degradation of Ketone Bodies","1/1022","5/4839",0.694794596626247,0.999930074063124,0.935607086842689,"38",1,0.933643486777669
"WP3596","miR-517 relationship with ARCN1 and USP1","1/1022","5/4839",0.694794596626247,0.999930074063124,0.935607086842689,"3398",1,0.933643486777669
"WP4147","PTF1A related regulatory pathway","1/1022","5/4839",0.694794596626247,0.999930074063124,0.935607086842689,"8850",1,0.933643486777669
"WP4518","Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases","1/1022","5/4839",0.694794596626247,0.999930074063124,0.935607086842689,"79017",1,0.933643486777669
"WP678","Arachidonate Epoxygenase / Epoxide Hydrolase","1/1022","5/4839",0.694794596626247,0.999930074063124,0.935607086842689,"2053",1,0.933643486777669
"WP2870","Extracellular vesicle-mediated signaling in recipient cells","5/1022","27/4839",0.703691151331918,0.999930074063124,0.935607086842689,"3082/4893/7043/7048/7049",5,0.848082595870207
"WP4150","Wnt Signaling in Kidney Disease","5/1022","27/4839",0.703691151331918,0.999930074063124,0.935607086842689,"2535/8322/8324/7472/7482",5,0.848082595870207
"WP2380","Brain-Derived Neurotrophic Factor (BDNF) signaling pathway","24/1022","123/4839",0.705339946522517,0.999930074063124,0.935607086842689,"32/6868/627/1020/1072/1457/1808/1958/1959/1978/2353/2534/2932/3717/4208/4684/4776/4804/4915/5563/5906/9252/6696/6777",24,0.90313961255845
"WP4239","Epithelial to mesenchymal transition in colorectal cancer","25/1022","128/4839",0.706030484524258,0.999930074063124,0.935607086842689,"10000/5010/7122/1286/1288/2146/2305/2535/8322/8324/2932/3398/3678/26524/4209/5310/5928/7043/7048/117581/7472/7482/7483/6935/9839",25,0.904168817131005
"WP2290","RalA downstream regulated genes","2/1022","11/4839",0.710110257395565,0.999930074063124,0.935607086842689,"4893/5881",2,0.82962962962963
"WP4495","IL-10 Anti-inflammatory Signaling Pathway ","2/1022","11/4839",0.710110257395565,0.999930074063124,0.935607086842689,"3569/6773",2,0.82962962962963
"WP4553","FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma","2/1022","11/4839",0.710110257395565,0.999930074063124,0.935607086842689,"2146/84759",2,0.82962962962963
"WP4629","Computational Model of Aerobic Glycolysis","2/1022","11/4839",0.710110257395565,0.999930074063124,0.935607086842689,"2023/7167",2,0.82962962962963
"WP2035","Follicle Stimulating Hormone (FSH) signaling pathway","4/1022","22/4839",0.713739200869411,0.999930074063124,0.935607086842689,"374/627/1978/2308",4,0.829294913774285
"WP716","Vitamin A and Carotenoid Metabolism","4/1022","22/4839",0.713739200869411,0.999930074063124,0.935607086842689,"83875/5914/5947/116362",4,0.829294913774285
"WP127","IL-5 Signaling Pathway","7/1022","38/4839",0.720091281028044,0.999930074063124,0.935607086842689,"596/695/2353/2932/3717/4609/6777",7,0.842269187986652
"WP2828","Bladder Cancer","7/1022","38/4839",0.720091281028044,0.999930074063124,0.935607086842689,"1019/1869/1839/4312/4609/4893/9252",7,0.842269187986652
"WP2875","Constitutive Androstane Receptor Pathway","3/1022","17/4839",0.729345724466594,0.999930074063124,0.935607086842689,"5243/2308/10891",3,0.79973363241273
"WP3645","NAD+ biosynthetic pathways","3/1022","17/4839",0.729345724466594,0.999930074063124,0.935607086842689,"683/10038/23411",3,0.79973363241273
"WP3670","Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway","3/1022","17/4839",0.729345724466594,0.999930074063124,0.935607086842689,"2252/5310/23411",3,0.79973363241273
"WP4747","Netrin-UNC5B signaling Pathway","8/1022","44/4839",0.740317238416276,0.999930074063124,0.935607086842689,"6347/1003/2534/9423/56963/54538/6401/10413",8,0.828621520929213
"WP12","Osteoclast Signaling","2/1022","12/4839",0.755906228014336,0.999930074063124,0.935607086842689,"3690/6696",2,0.746470588235294
"WP3849","MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ","2/1022","12/4839",0.755906228014336,0.999930074063124,0.935607086842689,"9020/6237",2,0.746470588235294
"WP4724","Omega-9 FA synthesis","2/1022","12/4839",0.755906228014336,0.999930074063124,0.935607086842689,"2194/6319",2,0.746470588235294
"WP15","Selenium Micronutrient Network","9/1022","50/4839",0.758229156843588,0.999930074063124,0.935607086842689,"6347/80308/2878/3569/4524/5742/22928/12/6649",9,0.818240916861291
"WP2249","Metastatic brain tumor","1/1022","6/4839",0.759320852780151,0.999930074063124,0.935607086842689,"4609",1,0.746718903036239
"WP2456","HIF1A and PPARG regulation of glycolysis","1/1022","6/4839",0.759320852780151,0.999930074063124,0.935607086842689,"7167",1,0.746718903036239
"WP2485","NAD Biosynthesis II (from tryptophan)","1/1022","6/4839",0.759320852780151,0.999930074063124,0.935607086842689,"23498",1,0.746718903036239
"WP3655","Hypothetical Craniofacial Development Pathway","1/1022","6/4839",0.759320852780151,0.999930074063124,0.935607086842689,"7043",1,0.746718903036239
"WP4216","Chromosomal and microsatellite instability in colorectal cancer ","13/1022","71/4839",0.763504992842297,0.999930074063124,0.935607086842689,"10000/596/332/2353/4616/2932/4436/2956/4609/9423/5881/7043/7048",13,0.83501930897782
"WP2203","Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway","8/1022","45/4839",0.763755951174917,0.999930074063124,0.935607086842689,"695/1978/2534/3569/3717/4609/6777/85480",8,0.806013113705421
"WP408","Oxidative Stress","5/1022","29/4839",0.764251182556945,0.999930074063124,0.935607086842689,"2353/2878/3726/4784/6649",5,0.776999344477221
"WP2876","Pregnane X Receptor pathway","3/1022","18/4839",0.765874332013181,0.999930074063124,0.935607086842689,"5243/2308/10891",3,0.746221786064769
"WP404","Nucleotide Metabolism","3/1022","18/4839",0.765874332013181,0.999930074063124,0.935607086842689,"3251/5424/6241",3,0.746221786064769
"WP4301","Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells","3/1022","18/4839",0.765874332013181,0.999930074063124,0.935607086842689,"4893/5873/6237",3,0.746221786064769
"WP4533","Transcription co-factors SKI and SKIL protein partners","3/1022","18/4839",0.765874332013181,0.999930074063124,0.935607086842689,"26524/4204/7003",3,0.746221786064769
"WP268","Notch Signaling","7/1022","40/4839",0.77066765868094,0.999930074063124,0.935607086842689,"6868/151636/3066/2648/8850/4242/23385",7,0.790804597701149
"WP314","Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation","7/1022","40/4839",0.77066765868094,0.999930074063124,0.935607086842689,"58/596/1676/1677/4001/84823/5591",7,0.790804597701149
"WP185","Integrin-mediated Cell Adhesion","16/1022","87/4839",0.773755263751992,0.999930074063124,0.935607086842689,"10000/857/2534/3611/3678/3679/8516/3680/3690/5881/5906/10580/7094/7145/7414/7791",16,0.839134208831518
"WP1403","AMP-activated Protein Kinase (AMPK) Signaling","10/1022","56/4839",0.774278860742701,0.999930074063124,0.935607086842689,"32/890/891/1978/2194/3953/133522/5563/51422/6517",10,0.810061866300052
"WP3529","Zinc homeostasis","4/1022","24/4839",0.77825983963447,0.999930074063124,0.935607086842689,"4499/55676/201266/55630",4,0.745972495088409
"WP4767","FGFR3 signalling in chondrocyte proliferation and terminal differentiation","4/1022","24/4839",0.77825983963447,0.999930074063124,0.935607086842689,"4882/5745/5933/7067",4,0.745972495088409
"WP366","TGF-beta Signaling Pathway","24/1022","128/4839",0.778583806473659,0.999930074063124,0.935607086842689,"467/857/9133/983/2353/2354/3690/3726/3727/7071/1316/4208/4312/4321/4609/5933/4092/7027/7041/7048/7049/10413/6935/9839",24,0.858563280406968
"WP2795","Cardiac Hypertrophic Response","9/1022","51/4839",0.779407731793952,0.999930074063124,0.935607086842689,"817/2247/2932/9759/10014/3479/9020/5320/5592",9,0.798547454519814
"WP524","G13 Signaling Pathway","6/1022","35/4839",0.779438941079249,0.999930074063124,0.935607086842689,"1072/1073/11113/3984/5305/6242",6,0.771382025522672
"WP2328","Allograft Rejection","11/1022","62/4839",0.78878849901806,0.999930074063124,0.935607086842689,"5243/185/23743/718/730/6366/6387/120892/5156/5590/7431",11,0.803436706037509
"WP2369","Histone Modifications","5/1022","30/4839",0.790795975773096,0.999930074063124,0.935607086842689,"2146/26040/80854/9869/56950",5,0.745722713864307
"WP2447","Amyotrophic lateral sclerosis (ALS)","5/1022","30/4839",0.790795975773096,0.999930074063124,0.935607086842689,"596/637/1471/5532/5533",5,0.745722713864307
"WP49","IL-2 Signaling Pathway","7/1022","41/4839",0.793299346790486,0.999930074063124,0.935607086842689,"596/894/2353/2534/4609/9021/6777",7,0.767342799188641
"WP4504","Cysteine and methionine catabolism","2/1022","13/4839",0.795308512922107,0.999930074063124,0.935607086842689,"191/1036",2,0.67843137254902
"WP4705","Pathways of nucleic acid metabolism and innate immune sensing","2/1022","13/4839",0.795308512922107,0.999930074063124,0.935607086842689,"103/10535",2,0.67843137254902
"WP585","Interferon type I signaling pathways","9/1022","52/4839",0.799212112621598,0.999930074063124,0.935607086842689,"1975/1978/2534/27250/5906/9252/9021/6773/7297",9,0.779769967170963
"WP4565","Neural Crest Cell Migration in Cancer","6/1022","36/4839",0.802839816817109,0.999930074063124,0.935607086842689,"10000/627/2048/2353/4804/4915",6,0.745472440944882
"WP205","IL-7 Signaling Pathway","4/1022","25/4839",0.80591460788313,0.999930074063124,0.935607086842689,"2534/2932/4609/6777",4,0.710262887080176
"WP106","Alanine and aspartate metabolism","1/1022","7/4839",0.8102155534751,0.999930074063124,0.935607086842689,"2571",1,0.622102513875286
"WP229","Irinotecan Pathway","1/1022","7/4839",0.8102155534751,0.999930074063124,0.935607086842689,"1066",1,0.622102513875286
"WP4236","Disorders of the Krebs cycle","1/1022","7/4839",0.8102155534751,0.999930074063124,0.935607086842689,"55526",1,0.622102513875286
"WP4507","Molybdenum cofactor (Moco) biosynthesis","1/1022","7/4839",0.8102155534751,0.999930074063124,0.935607086842689,"316",1,0.622102513875286
"WP704","Methylation Pathways","1/1022","7/4839",0.8102155534751,0.999930074063124,0.935607086842689,"11185",1,0.622102513875286
"WP4542","Overview of leukocyte-intrinsic Hippo pathway functions","5/1022","31/4839",0.814947292025231,0.999930074063124,0.935607086842689,"2308/26524/5906/7003/10413",5,0.716851977913925
"WP4721","Eicosanoid metabolism via Lipo Oxygenases (LOX)","3/1022","20/4839",0.82684676790972,0.999930074063124,0.935607086842689,"8309/4056/5465",3,0.658084627374011
"WP4725","Sphingolipid Metabolism (general overview)","3/1022","20/4839",0.82684676790972,0.999930074063124,0.935607086842689,"29956/166929/6609",3,0.658084627374011
"WP304","Kit receptor signaling pathway","10/1022","59/4839",0.828430322217722,0.999930074063124,0.935607086842689,"596/695/2353/2534/3717/3726/3815/4286/5579/6777",10,0.759861256755667
"WP1584","Type II diabetes mellitus","2/1022","14/4839",0.828972455674329,0.999930074063124,0.935607086842689,"5590/6517",2,0.621732026143791
"WP1946","Cori Cycle","2/1022","14/4839",0.828972455674329,0.999930074063124,0.935607086842689,"6517/7167",2,0.621732026143791
"WP3644","NAD+ metabolism","2/1022","14/4839",0.828972455674329,0.999930074063124,0.935607086842689,"4907/23411",2,0.621732026143791
"WP2884","NRF2 pathway","17/1022","96/4839",0.829421211575612,0.999930074063124,0.935607086842689,"1066/1958/2042/2258/2878/2949/1839/3082/23764/6515/6517/201266/55630/8884/6533/6649/7048",17,0.800377857547705
"WP3981","miRNA regulation of prostate cancer signaling pathways","5/1022","32/4839",0.836811213554681,0.999930074063124,0.935607086842689,"10000/596/90993/2308/2932",5,0.690119814996904
"WP673","ErbB Signaling Pathway","14/1022","81/4839",0.839063333601451,0.999930074063124,0.935607086842689,"25/10000/374/817/1978/2308/2932/1839/4609/4893/9542/5336/5579/6777",14,0.777363184079602
"WP1589","Folate-Alcohol and Cancer Pathway Hypotheses","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"4524",1,0.533090807331748
"WP288","NLR Proteins","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"2048",1,0.533090807331748
"WP3634","Insulin signalling in human adipocytes (normal condition)","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"6517",1,0.533090807331748
"WP3635","Insulin signalling in human adipocytes (diabetic condition)","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"6517",1,0.533090807331748
"WP3871","Valproic acid pathway","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"36",1,0.533090807331748
"WP3934","Leptin and adiponectin","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"3953",1,0.533090807331748
"WP4480","Role of Altered Glycolysation of MUC1 in Tumour Microenvironment","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"3569",1,0.533090807331748
"WP4742","Ketogenesis and Ketolysis","1/1022","8/4839",0.850356220765755,0.999930074063124,0.935607086842689,"38",1,0.533090807331748
"WP286","IL-3 Signaling Pathway","7/1022","44/4839",0.851044950413995,0.999930074063124,0.935607086842689,"596/969/2353/2534/3563/3717/6777",7,0.704566635601118
"WP2509","Nanoparticle triggered autophagic cell death","3/1022","21/4839",0.851873278036022,0.999930074063124,0.935607086842689,"596/10036/84557",3,0.621360811252862
"WP4726","Sphingolipid Metabolism (integrated pathway)","3/1022","21/4839",0.851873278036022,0.999930074063124,0.935607086842689,"29956/166929/6609",3,0.621360811252862
"WP712","Estrogen signaling pathway","3/1022","21/4839",0.851873278036022,0.999930074063124,0.935607086842689,"596/2099/2353",3,0.621360811252862
"WP2112","IL17 signaling pathway","4/1022","27/4839",0.852782578619521,0.999930074063124,0.935607086842689,"1052/2932/3717/9020",4,0.648159220978902
"WP437","EGF/EGFR Signaling Pathway","28/1022","155/4839",0.853072181335939,0.999930074063124,0.935607086842689,"25/6790/857/1072/1869/1978/54206/2353/2354/2308/3717/3727/4215/4208/4209/4605/4846/5111/5579/5590/5906/6196/9252/10253/10617/6777/3925/6812",28,0.81845403127426
"WP3614","Photodynamic therapy-induced HIF-1 survival signaling","5/1022","33/4839",0.856512069472329,0.999930074063124,0.935607086842689,"284/637/332/6515/7043",5,0.665297092288243
"WP400","p38 MAPK Signaling Pathway","5/1022","33/4839",0.856512069472329,0.999930074063124,0.935607086842689,"3150/4209/4609/9252/7186",5,0.665297092288243
"WP422","MAPK Cascade","5/1022","33/4839",0.856512069472329,0.999930074063124,0.935607086842689,"4215/4893/5331/22821/6237",5,0.665297092288243
"WP4564","Neural Crest Cell Migration during Development","5/1022","33/4839",0.856512069472329,0.999930074063124,0.935607086842689,"10000/627/2048/2353/4804",5,0.665297092288243
"WP4758","Nephrotic syndrome","5/1022","33/4839",0.856512069472329,0.999930074063124,0.935607086842689,"54443/83478/1286/3913/11346",5,0.665297092288243
"WP615","Senescence and Autophagy in Cancer","16/1022","93/4839",0.856950684897775,0.999930074063124,0.935607086842689,"596/1869/23710/2932/2934/3479/3488/3569/3570/3572/3624/3663/84557/81631/5111/55630",16,0.77250781028117
"WP4142","Metabolism of Spingolipids in ER and Golgi apparatus","2/1022","15/4839",0.857561985055132,0.999930074063124,0.935607086842689,"166929/256435",2,0.573755656108597
"WP430","Statin Pathway","2/1022","15/4839",0.857561985055132,0.999930074063124,0.935607086842689,"341/6713",2,0.573755656108597
"WP2864","Apoptosis-related network due to altered Notch3 in ovarian cancer","8/1022","50/4839",0.858253018221591,0.999930074063124,0.935607086842689,"25/332/3070/3727/4092/9021/7185/7431",8,0.709119939889171
"WP231","TNF alpha Signaling Pathway","15/1022","88/4839",0.860413949541904,0.999930074063124,0.935607086842689,"637/330/6347/1457/3569/9020/4215/1326/4893/5347/5590/6401/7133/7185/7186",15,0.763967297411272
"WP4566","Translation inhibitors in chronically activated PDGFRA cells","7/1022","45/4839",0.867124502905404,0.999930074063124,0.935607086842689,"10000/1457/1975/1978/27250/6196/9252",7,0.685843920145191
"WP2643","Nanoparticle-mediated activation of receptor signaling","4/1022","28/4839",0.872374324086727,0.999930074063124,0.935607086842689,"10000/374/4893/7094",4,0.620988867059594
"WP4223","Ras Signaling","25/1022","142/4839",0.875522194317694,0.999930074063124,0.935607086842689,"25/10000/2260/2791/55970/54331/2788/3815/4804/4893/4915/5156/5320/8605/5336/5579/5881/5906/22821/10156/8437/10235/23179/6237/7010",25,0.792977222265086
"WP1772","Apoptosis Modulation and Signaling","13/1022","79/4839",0.879929154875462,0.999930074063124,0.935607086842689,"9531/596/599/637/330/332/835/1676/1677/2353/9020/7133/8718",13,0.732243145028081
"WP3413","NOTCH1 regulation of human endothelial cell calcification","2/1022","16/4839",0.881716784665246,0.999930074063124,0.935607086842689,"1902/4256",2,0.532633053221289
"WP391","Mitochondrial Gene Expression","2/1022","16/4839",0.881716784665246,0.999930074063124,0.935607086842689,"10891/133522",2,0.532633053221289
"WP4269","Ethanol metabolism resulting in production of ROS by CYP2E1","1/1022","9/4839",0.882013422665444,0.999930074063124,0.935607086842689,"23764",1,0.466332027424094
"WP698","Glucuronidation","1/1022","9/4839",0.882013422665444,0.999930074063124,0.935607086842689,"5239",1,0.466332027424094
"WP411","mRNA Processing","21/1022","122/4839",0.883577816383176,0.999930074063124,0.935607086842689,"10659/1196/29894/51692/1478/9343/3191/56339/4841/5496/55660/5725/6626/6628/6632/6635/6636/6637/8405/10772/6430",21,0.771861801564772
"WP4685","Melanoma","10/1022","63/4839",0.88442190556457,0.999930074063124,0.935607086842689,"10000/1019/1869/1870/2353/4616/3815/4286/4893/7414",10,0.701767469609964
"WP4197","The human immune response to tuberculosis","3/1022","23/4839",0.892600365127733,0.999930074063124,0.935607086842689,"3717/6773/7297",3,0.558930323846909
"WP4537","Hippo-Yap signaling pathway","3/1022","23/4839",0.892600365127733,0.999930074063124,0.935607086842689,"26524/7003/23043",3,0.558930323846909
"WP3286","Copper homeostasis","7/1022","47/4839",0.89500690547911,0.999930074063124,0.935607086842689,"6868/2308/2932/22823/6649/55240/79689",7,0.651206896551724
"WP3678","Amplification and Expansion of Oncogenic Pathways as Metastatic Traits","2/1022","17/4839",0.902032926025066,0.999930074063124,0.935607086842689,"7428/7472",2,0.496993464052288
"WP4155","Endometrial cancer","9/1022","59/4839",0.902327265856976,0.999930074063124,0.935607086842689,"10000/2247/2260/2353/4616/2932/3611/4609/4893",9,0.669358341559724
"WP500","Glycogen Synthesis and Degradation","5/1022","36/4839",0.904032070792873,0.999930074063124,0.935607086842689,"2932/5516/5521/5525/5837",5,0.600437720049481
"WP3676","BDNF-TrkB Signaling","4/1022","30/4839",0.904886034571245,0.999930074063124,0.935607086842689,"627/1978/4893/4915",4,0.572918240894665
"WP4241","Type 2 papillary renal cell carcinoma","4/1022","30/4839",0.904886034571245,0.999930074063124,0.935607086842689,"81578/7942/7043/7428",4,0.572918240894665
"WP43","Oxidation by Cytochrome P450","4/1022","30/4839",0.904886034571245,0.999930074063124,0.935607086842689,"1727/57404/1593/51302",4,0.572918240894665
"WP4496","Signal transduction through IL1R","4/1022","30/4839",0.904886034571245,0.999930074063124,0.935607086842689,"3569/11213/9020/7043",4,0.572918240894665
"WP4666","Hepatitis B infection","22/1022","130/4839",0.905470089093815,0.999930074063124,0.935607086842689,"10000/596/637/332/90993/9586/1959/1960/2353/3569/3717/4609/4772/4776/4893/5111/5579/6773/6777/7043/7048/7297",22,0.755537037037037
"WP1425","Bone Morphogenic Protein (BMP) Signalling and Regulation","1/1022","10/4839",0.906978698449278,0.999930074063124,0.935607086842689,"10766",1,0.414408531940363
"WP3656","Interleukin-1 Induced Activation of NF-kappa-B","1/1022","10/4839",0.906978698449278,0.999930074063124,0.935607086842689,"5590",1,0.414408531940363
"WP438","Non-homologous end joining","1/1022","10/4839",0.906978698449278,0.999930074063124,0.935607086842689,"5591",1,0.414408531940363
"WP1422","Sphingolipid pathway","3/1022","24/4839",0.908934725912484,0.999930074063124,0.935607086842689,"29956/57515/166929",3,0.532174400672929
"WP2636","Common Pathways Underlying Drug Addiction","3/1022","24/4839",0.908934725912484,0.999930074063124,0.935607086842689,"72/5579/5906",3,0.532174400672929
"WP4559","Interactions between immune cells and microRNAs in tumor microenvironment","3/1022","24/4839",0.908934725912484,0.999930074063124,0.935607086842689,"6347/7043/7048",3,0.532174400672929
"WP3925","Amino Acid metabolism","10/1022","66/4839",0.915791648477362,0.999930074063124,0.935607086842689,"34/47/126/5832/501/8639/790/4953/5166/5831",10,0.663643421795596
"WP4659","Gastrin Signaling Pathway","17/1022","105/4839",0.918594120239461,0.999930074063124,0.935607086842689,"408/330/332/1958/1978/2353/2308/2534/2932/3717/3815/9314/4208/4209/4609/388/6925",17,0.716791044776119
"WP384","Apoptosis Modulation by HSP70","2/1022","18/4839",0.919052750276552,0.999930074063124,0.935607086842689,"637/835",2,0.465808823529412
"WP3879","4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression","2/1022","18/4839",0.919052750276552,0.999930074063124,0.935607086842689,"1978/55872",2,0.465808823529412
"WP3680","Association Between Physico-Chemical Features and Toxicity Associated Pathways","8/1022","55/4839",0.919649796928562,0.999930074063124,0.935607086842689,"58/10097/2535/8322/8324/2932/4609/4638",8,0.632842334969995
"WP4521","Glycosylation and related congenital defects","3/1022","25/4839",0.922982923825578,0.999930074063124,0.935607086842689,"10195/79053/7841",3,0.507850834151129
"WP4255","Non-small cell lung cancer","10/1022","67/4839",0.924503025461715,0.999930074063124,0.935607086842689,"10000/637/1019/1869/1870/4616/4893/5336/5579/6777",10,0.651827196449622
"WP4210","Tryptophan catabolism leading to NAD+ production","1/1022","11/4839",0.926665542554649,0.999930074063124,0.935607086842689,"23498",1,0.372869735553379
"WP4534","Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms","6/1022","44/4839",0.926932208481225,0.999930074063124,0.935607086842689,"58/59/70/72/3690/7003",6,0.587287608785744
"WP2037","Prolactin Signaling Pathway","11/1022","73/4839",0.927200501963799,0.999930074063124,0.935607086842689,"1978/2316/2353/2534/2932/3717/4609/6196/8835/9021/6777",11,0.658961105261479
"WP3863","T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection","7/1022","50/4839",0.927464167576974,0.999930074063124,0.935607086842689,"1019/2353/2534/2932/9020/1326/6237",7,0.605292702485966
"WP4018","Pathways in clear cell renal cell carcinoma","12/1022","79/4839",0.929965465976983,0.999930074063124,0.935607086842689,"32/47/2023/2194/5156/6472/8082/7043/84969/7167/7428/6935",12,0.664991872321561
"WP2507","Nanomaterial induced apoptosis","2/1022","19/4839",0.933260961114407,0.999930074063124,0.935607086842689,"596/637",2,0.438292964244521
"WP4206","Hereditary leiomyomatosis and renal cell carcinoma pathway","2/1022","19/4839",0.933260961114407,0.999930074063124,0.935607086842689,"32/8452",2,0.438292964244521
"WP2324","AGE/RAGE pathway","9/1022","63/4839",0.938090580026804,0.999930074063124,0.935607086842689,"1650/2308/3625/3717/4322/4846/5579/5590/6777",9,0.619118130964133
"WP534","Glycolysis and Gluconeogenesis","4/1022","33/4839",0.93995275510931,0.999930074063124,0.935607086842689,"2023/6515/6517/7167",4,0.513244360138202
"WP23","B Cell Receptor Signaling Pathway","14/1022","92/4839",0.941630174229579,0.999930074063124,0.935607086842689,"695/933/974/975/2308/2534/2932/3608/4208/4209/4609/8395/5336/5579",14,0.665776353276353
"WP3933","Kennedy pathway from Sphingolipids","1/1022","12/4839",0.942189116603769,0.999930074063124,0.935607086842689,"9791",1,0.338883447600392
"WP47","Hedgehog Signaling Pathway Netpath","1/1022","12/4839",0.942189116603769,0.999930074063124,0.935607086842689,"8643",1,0.338883447600392
"WP1982","Sterol Regulatory Element-Binding Proteins (SREBP) signalling","9/1022","64/4839",0.945010014311913,0.999930074063124,0.935607086842689,"47/2194/133522/5563/51422/6319/23411/6713/7528",9,0.607699901283317
"WP143","Fatty Acid Beta Oxidation","3/1022","27/4839",0.945300222572607,0.999930074063124,0.935607086842689,"34/38/7167",3,0.465284592737978
"WP4549","Fragile X Syndrome ","14/1022","93/4839",0.947247505263619,0.999930074063124,0.935607086842689,"627/26999/1915/1979/2534/2571/3708/4131/4204/4915/5909/6895/51256/9675",14,0.657172995780591
"WP2359","Parkin-Ubiquitin Proteasomal System pathway","8/1022","59/4839",0.950773104125175,0.999930074063124,0.935607086842689,"898/3306/5717/10213/5709/6622/10381/84617",8,0.582588854082067
"WP395","IL-4 Signaling Pathway","7/1022","53/4839",0.95079351505702,0.999930074063124,0.935607086842689,"332/2316/2353/3717/9021/6777/7297",7,0.565367316341829
"WP4159","GABA receptor Signaling","1/1022","13/4839",0.954429166910574,0.999930074063124,0.935607086842689,"2571",1,0.310561540972902
"WP3612","Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling","2/1022","21/4839",0.954896495340778,0.999930074063124,0.935607086842689,"1066/2353",2,0.391950464396285
"WP4585","Cancer immunotherapy by PD-1 blockade","2/1022","21/4839",0.954896495340778,0.999930074063124,0.935607086842689,"4772/4776",2,0.391950464396285
"WP195","IL-1 signaling pathway","7/1022","55/4839",0.962362888607297,0.999930074063124,0.935607086842689,"6347/3316/11213/9020/4215/57161/5590",7,0.541522988505747
"WP4313","Ferroptosis","4/1022","36/4839",0.962835157966289,0.999930074063124,0.935607086842689,"84557/81631/55240/7037",4,0.464759332023576
"WP3845","Canonical  and Non-canonical Notch signaling","2/1022","22/4839",0.963017752694939,0.999930074063124,0.935607086842689,"4237/6237",2,0.372254901960784
"WP453","Inflammatory Response Pathway","2/1022","22/4839",0.963017752694939,0.999930074063124,0.935607086842689,"3913/7133",2,0.372254901960784
"WP2637","Structural Pathway of Interleukin 1 (IL-1)","6/1022","49/4839",0.963456690090173,0.999930074063124,0.935607086842689,"2353/9020/4215/1326/4609/9252",6,0.518311664530306
"WP3","Phytochemical activity on NRF2 transcriptional activation","1/1022","14/4839",0.964079683159516,0.999930074063124,0.935607086842689,"2048",1,0.286596850749642
"WP4478","LTF danger signal response pathway","1/1022","14/4839",0.964079683159516,0.999930074063124,0.935607086842689,"3569",1,0.286596850749642
"WP3982","miRNA regulation of p53 pathway in prostate cancer","2/1022","23/4839",0.969724170558482,0.999930074063124,0.935607086842689,"637/11200",2,0.354435107376284
"WP4656","Joubert Syndrome","9/1022","69/4839",0.970349721382535,0.999930074063124,0.935607086842689,"57545/95681/2316/261734/5108/117177/79867/9094/23090",9,0.556317867719645
"WP61","Notch Signaling Pathway Netpath","7/1022","57/4839",0.971411720535189,0.999930074063124,0.935607086842689,"6868/2273/2932/3066/3717/4609/23385",7,0.519586206896552
"WP22","IL-9 Signaling Pathway","1/1022","15/4839",0.971688090166972,0.999930074063124,0.935607086842689,"6777",1,0.266055687701133
