ENSMUSG00000051951	Xkr4
ENSMUSG00000064317	Gm10146
ENSMUSG00000061032	Rrp1
ENSMUSG00000005054	Cstb
ENSMUSG00000032788	Pdxk
ENSMUSG00000055704	Gm9978
ENSMUSG00000032763	Ilvbl
ENSMUSG00000032714	Syde1
ENSMUSG00000071185	Olfr1357
ENSMUSG00000005355	Casp14
ENSMUSG00000078442	Ccdc105
ENSMUSG00000005357	Slc1a6
ENSMUSG00000051190	Olfr1356
ENSMUSG00000062873	Olfr1355
ENSMUSG00000094673	Olfr1354
ENSMUSG00000094080	Olfr8
ENSMUSG00000042774	Olfr1353
ENSMUSG00000046493	Olfr1352
ENSMUSG00000063216	Olfr1351
ENSMUSG00000060205	Olfr57
ENSMUSG00000060301	2610008E11Rik
ENSMUSG00000091888	Vmn2r80
ENSMUSG00000055515	Vmn2r81
ENSMUSG00000091468	Vmn2r82
ENSMUSG00000091381	Vmn2r83
ENSMUSG00000052151	Plpp2
ENSMUSG00000042570	Mier2
ENSMUSG00000020317	Theg
ENSMUSG00000045912	C2cd4c
ENSMUSG00000020312	Shc2
ENSMUSG00000035963	Odf3l2
ENSMUSG00000020310	Madcam1
ENSMUSG00000020308	Tpgs1
ENSMUSG00000020307	Cdc34
ENSMUSG00000054206	Gzmm
ENSMUSG00000023175	Bsg
ENSMUSG00000020331	Hcn2
ENSMUSG00000020329	Polrmt
ENSMUSG00000020327	Fgf22
ENSMUSG00000035890	Rnf126
ENSMUSG00000020325	Fstl3
ENSMUSG00000020323	Prss57
ENSMUSG00000035863	Palm
ENSMUSG00000035852	Misp
ENSMUSG00000006498	Ptbp1
ENSMUSG00000035835	Plppr3
ENSMUSG00000090860	Gm17134
ENSMUSG00000057729	Prtn3
ENSMUSG00000020125	Elane
ENSMUSG00000061780	Cfd
ENSMUSG00000013833	Med16
ENSMUSG00000035781	R3hdm4
ENSMUSG00000097854	Gm26602
ENSMUSG00000035773	Kiss1r
ENSMUSG00000019564	Arid3a
ENSMUSG00000035754	Wdr18
ENSMUSG00000035745	Grin3b
ENSMUSG00000013858	Tmem259
ENSMUSG00000004665	Cnn2
ENSMUSG00000035722	Abca7
ENSMUSG00000035697	Hmha1
ENSMUSG00000004667	Polr2e
ENSMUSG00000075706	Gpx4
ENSMUSG00000035673	Sbno2
ENSMUSG00000003068	Stk11
ENSMUSG00000035640	Cbarp
ENSMUSG00000003072	Atp5d
ENSMUSG00000035621	Midn
ENSMUSG00000045193	Cirbp
ENSMUSG00000035595	1600002K03Rik
ENSMUSG00000003070	Efna2
ENSMUSG00000020156	Mum1
ENSMUSG00000020153	Ndufs7
ENSMUSG00000020150	Gamt
ENSMUSG00000069565	Dazap1
ENSMUSG00000087672	Gm15122
ENSMUSG00000063457	Rps15
ENSMUSG00000020135	Apc2
ENSMUSG00000020133	2310011J03Rik
ENSMUSG00000020131	Pcsk4
ENSMUSG00000035504	Reep6
ENSMUSG00000043822	Adamtsl5
ENSMUSG00000035486	Plk5
ENSMUSG00000087432	Gm15123
ENSMUSG00000085712	Gm15124
ENSMUSG00000048696	Mex3d
ENSMUSG00000035478	Mbd3
ENSMUSG00000020163	Uqcr11
ENSMUSG00000020167	Tcf3
ENSMUSG00000045518	Onecut3
ENSMUSG00000003341	Atp8b3
ENSMUSG00000047417	Rexo1
ENSMUSG00000035397	Klf16
ENSMUSG00000097013	Gm26710
ENSMUSG00000003346	Abhd17a
ENSMUSG00000035370	Adat3
ENSMUSG00000078441	Scamp4
ENSMUSG00000003345	Csnk1g2
ENSMUSG00000003344	Btbd2
ENSMUSG00000020190	Mknk2
ENSMUSG00000097889	Gm26541
ENSMUSG00000003348	Mob3a
ENSMUSG00000055862	Izumo4
ENSMUSG00000020198	Ap3d1
ENSMUSG00000061589	Dot1l
ENSMUSG00000075558	Gm17151
ENSMUSG00000035278	Plekhj1
ENSMUSG00000020211	Sf3a2
ENSMUSG00000035262	Amh
ENSMUSG00000020216	Jsrp1
ENSMUSG00000035242	Oaz1
ENSMUSG00000051067	Lingo3
ENSMUSG00000035215	Lsm7
ENSMUSG00000035206	Sppl2b
ENSMUSG00000059406	Tmprss9
ENSMUSG00000020219	Timm13
ENSMUSG00000062075	Lmnb2
ENSMUSG00000015312	Gadd45b
ENSMUSG00000048240	Gng7
ENSMUSG00000043670	Diras1
ENSMUSG00000087114	Gm16099
ENSMUSG00000046822	Slc39a3
ENSMUSG00000004937	Sgta
ENSMUSG00000004929	Thop1
ENSMUSG00000035041	Creb3l3
ENSMUSG00000035027	Map2k2
ENSMUSG00000035011	Zbtb7a
ENSMUSG00000004934	Pias4
ENSMUSG00000034994	Eef2
ENSMUSG00000053603	4930442H23Rik
ENSMUSG00000034974	Dapk3
ENSMUSG00000085779	Atcayos
ENSMUSG00000004939	Nmrk2
ENSMUSG00000034958	Atcay
ENSMUSG00000034949	Zfr2
ENSMUSG00000004933	Matk
ENSMUSG00000034932	Mrpl54
ENSMUSG00000004931	Apba3
ENSMUSG00000034917	Tjp3
ENSMUSG00000034902	Pip5k1c
ENSMUSG00000090230	Gm16315
ENSMUSG00000034889	Cactin
ENSMUSG00000034881	Tbxa2r
ENSMUSG00000034872	Gipc3
ENSMUSG00000020232	Hmg20b
ENSMUSG00000034854	Mfsd12
ENSMUSG00000020234	4930404N11Rik
ENSMUSG00000020235	Fzr1
ENSMUSG00000078440	Dohh
ENSMUSG00000078439	Smim24
ENSMUSG00000055053	Nfic
ENSMUSG00000085327	Gm16104
ENSMUSG00000034818	Celf5
ENSMUSG00000084849	Gm16105
ENSMUSG00000020238	Ncln
ENSMUSG00000044199	S1pr4
ENSMUSG00000034792	Gna15
ENSMUSG00000034781	Gna11
ENSMUSG00000054452	Aes
ENSMUSG00000090034	Gm15917
ENSMUSG00000034771	Tle2
ENSMUSG00000034758	Tle6
ENSMUSG00000074862	BC025920
ENSMUSG00000097718	Gm26896
ENSMUSG00000034748	Sirt6
ENSMUSG00000054708	Ankrd24
ENSMUSG00000096856	Gm10778
ENSMUSG00000096795	Zfp433
ENSMUSG00000094622	Gm3055
ENSMUSG00000094076	Gm4767
ENSMUSG00000096718	Zfp781
ENSMUSG00000061371	Zfp873
ENSMUSG00000078435	AU041133
ENSMUSG00000087481	Gm15608
ENSMUSG00000062931	Zfp938
ENSMUSG00000044581	4932415D10Rik
ENSMUSG00000073427	Gm4924
ENSMUSG00000094186	Gm1553
ENSMUSG00000063320	1190007I07Rik
ENSMUSG00000034674	Tdg
ENSMUSG00000020251	Glt8d2
ENSMUSG00000020246	Hcfc2
ENSMUSG00000020248	Nfyb
ENSMUSG00000056821	1700028I16Rik
ENSMUSG00000020250	Txnrd1
ENSMUSG00000071151	Gm4799
ENSMUSG00000034612	Chst11
ENSMUSG00000090200	1700025N21Rik
ENSMUSG00000034591	Slc41a2
ENSMUSG00000020255	D10Wsu102e
ENSMUSG00000020256	Aldh1l2
ENSMUSG00000034560	A230046K03Rik
ENSMUSG00000020263	Appl2
ENSMUSG00000087651	1500009L16Rik
ENSMUSG00000020032	Nuak1
ENSMUSG00000020033	4930463O16Rik
ENSMUSG00000046841	Ckap4
ENSMUSG00000097076	Platr7
ENSMUSG00000020034	Tcp11l2
ENSMUSG00000097309	Gm17249
ENSMUSG00000034453	Polr3b
ENSMUSG00000020037	Rfx4
ENSMUSG00000035620	Ric8b
ENSMUSG00000050035	Fhl4
ENSMUSG00000060935	Tmem263
ENSMUSG00000049038	Mterf2
ENSMUSG00000020038	Cry1
ENSMUSG00000050490	Gm8394
ENSMUSG00000020042	Btbd11
ENSMUSG00000001785	Pwp1
ENSMUSG00000035529	Prdm4
ENSMUSG00000085111	Ascl4
ENSMUSG00000001783	Rtcb
ENSMUSG00000050108	Bpifc
ENSMUSG00000097692	A230060F14Rik
ENSMUSG00000001786	Fbxo7
ENSMUSG00000059602	Syn3
ENSMUSG00000085435	4930486F22Rik
ENSMUSG00000087256	Gm15990
ENSMUSG00000020044	Timp3
ENSMUSG00000090816	Gm6729
ENSMUSG00000090308	Gm5174
ENSMUSG00000097412	1810014B01Rik
ENSMUSG00000020048	Hsp90b1
ENSMUSG00000044937	Ttc41
ENSMUSG00000056366	Fabp3-ps1
ENSMUSG00000054027	Nt5dc3
ENSMUSG00000089959	Gm16268
ENSMUSG00000035459	Stab2
ENSMUSG00000089881	Gm16280
ENSMUSG00000089656	Gm16271
ENSMUSG00000047129	1700113H08Rik
ENSMUSG00000020052	Ascl1
ENSMUSG00000020051	Pah
ENSMUSG00000058934	Igf1os
ENSMUSG00000020053	Igf1
ENSMUSG00000035383	Pmch
ENSMUSG00000035365	Parpbp
ENSMUSG00000035351	Nup37
ENSMUSG00000020056	Ccdc53
ENSMUSG00000020057	Dram1
ENSMUSG00000035311	Gnptab
ENSMUSG00000096945	Gm26546
ENSMUSG00000087429	Gm16235
ENSMUSG00000060002	Chpt1
ENSMUSG00000020059	Sycp3
ENSMUSG00000020061	Mybpc1
ENSMUSG00000004359	Spic
ENSMUSG00000060904	Arl1
ENSMUSG00000004356	Utp20
ENSMUSG00000020062	Slc5a8
ENSMUSG00000035189	Ano4
ENSMUSG00000074802	Gas2l3
ENSMUSG00000047638	Nr1h4
ENSMUSG00000019935	Slc17a8
ENSMUSG00000069539	Scyl2
ENSMUSG00000097383	1500026H17Rik
ENSMUSG00000019948	Actr6
ENSMUSG00000019951	Uhrf1bp1l
ENSMUSG00000058589	Anks1b
ENSMUSG00000019979	Apaf1
ENSMUSG00000019975	Ikbip
ENSMUSG00000061904	Slc25a3
ENSMUSG00000019961	Tmpo
ENSMUSG00000097664	Gm26765
ENSMUSG00000097348	Rmst
ENSMUSG00000097201	Gm26700
ENSMUSG00000098040	Gm20757
ENSMUSG00000019988	Nedd1
ENSMUSG00000020014	Cfap54
ENSMUSG00000020015	Cdk17
ENSMUSG00000008398	Elk3
ENSMUSG00000015889	Lta4h
ENSMUSG00000020017	Hal
ENSMUSG00000015890	Amdhd1
ENSMUSG00000036168	Ccdc38
ENSMUSG00000020018	Snrpf
ENSMUSG00000097407	4933408J17Rik
ENSMUSG00000020019	Ntn4
ENSMUSG00000085723	Gm15915
ENSMUSG00000020020	Usp44
ENSMUSG00000036112	Metap2
ENSMUSG00000097689	4930471D02Rik
ENSMUSG00000036099	Vezt
ENSMUSG00000020021	Fgd6
ENSMUSG00000005897	Nr2c1
ENSMUSG00000020022	Ndufa12
ENSMUSG00000053420	Gm4792
ENSMUSG00000020023	Tmcc3
ENSMUSG00000086269	Tmcc3os
ENSMUSG00000097164	Cep83os
ENSMUSG00000020024	Cep83
ENSMUSG00000074785	Plxnc1
ENSMUSG00000045867	Cradd
ENSMUSG00000100550	2310039L15Rik
ENSMUSG00000020027	Socs2
ENSMUSG00000097766	5730420D15Rik
ENSMUSG00000062981	Mrpl42
ENSMUSG00000074781	Ube2n
ENSMUSG00000020029	Nudt4
ENSMUSG00000074780	Anapc15-ps
ENSMUSG00000101517	4732465J04Rik
ENSMUSG00000036499	Eea1
ENSMUSG00000096486	Gm5426
ENSMUSG00000036478	Btg1
ENSMUSG00000019929	Dcn
ENSMUSG00000036446	Lum
ENSMUSG00000019932	Kera
ENSMUSG00000019936	Epyc
ENSMUSG00000074776	Gm10754
ENSMUSG00000047025	Ccer1
ENSMUSG00000079183	C030005K15Rik
ENSMUSG00000019943	Atp2b1
ENSMUSG00000019952	Poc1b
ENSMUSG00000090035	Galnt4
ENSMUSG00000055108	Phxr2
ENSMUSG00000089994	Gm16239
ENSMUSG00000019960	Dusp6
ENSMUSG00000044633	B530045E10Rik
ENSMUSG00000090665	Gad1-ps
ENSMUSG00000046934	Csl
ENSMUSG00000019966	Kitl
ENSMUSG00000093795	Gm9476
ENSMUSG00000094314	Gm4301
ENSMUSG00000091101	Gm4302
ENSMUSG00000094228	Gm4303
ENSMUSG00000095161	Gm4305
ENSMUSG00000096744	Gm4307
ENSMUSG00000095673	Gm4308
ENSMUSG00000096640	Gm4312
ENSMUSG00000090987	Gm4781
ENSMUSG00000036676	Tmtc3
ENSMUSG00000019971	Cep290
ENSMUSG00000046567	4930430F08Rik
ENSMUSG00000056912	1700017N19Rik
ENSMUSG00000019888	Mgat4c
ENSMUSG00000019890	Nts
ENSMUSG00000044921	Rassf9
ENSMUSG00000036602	Alx1
ENSMUSG00000090638	Gm17028
ENSMUSG00000019892	Lrriq1
ENSMUSG00000019894	Slc6a15
ENSMUSG00000091779	Gm21293
ENSMUSG00000097427	Gm6763
ENSMUSG00000097878	Gm8764
ENSMUSG00000097550	Gm21304
ENSMUSG00000094144	Gm21312
ENSMUSG00000095022	Gm20765
ENSMUSG00000090854	Gm4340
ENSMUSG00000036019	Tmtc2
ENSMUSG00000036009	Mettl25
ENSMUSG00000019897	Ccdc59
ENSMUSG00000097869	C230021G24Rik
ENSMUSG00000053825	Ppfia2
ENSMUSG00000035948	Acss3
ENSMUSG00000019906	Lin7a
ENSMUSG00000000435	Myf5
ENSMUSG00000035923	Myf6
ENSMUSG00000035916	Ptprq
ENSMUSG00000091455	Otogl
ENSMUSG00000019907	Ppp1r12a
ENSMUSG00000035873	Pawr
ENSMUSG00000035864	Syt1
ENSMUSG00000020181	Nav3
ENSMUSG00000020185	E2f7
ENSMUSG00000101801	1700020G17Rik
ENSMUSG00000020186	Csrp2
ENSMUSG00000035798	Zdhhc17
ENSMUSG00000091086	Rpl6l
ENSMUSG00000020189	Osbpl8
ENSMUSG00000035759	Bbs10
ENSMUSG00000058799	Nap1l1
ENSMUSG00000020205	Phlda1
ENSMUSG00000100113	Gm28592
ENSMUSG00000097082	4933440J02Rik
ENSMUSG00000063334	Krr1
ENSMUSG00000056888	Glipr1
ENSMUSG00000020213	Glipr1l1
ENSMUSG00000020214	Glipr1l2
ENSMUSG00000035694	Caps2
ENSMUSG00000035681	Kcnc2
ENSMUSG00000100314	1700010J16Rik
ENSMUSG00000074748	Atxn7l3b
ENSMUSG00000097185	Gm26596
ENSMUSG00000050663	Trhde
ENSMUSG00000089934	4930473D10Rik
ENSMUSG00000084865	Gm15723
ENSMUSG00000006764	Tph2
ENSMUSG00000020130	Tbc1d15
ENSMUSG00000020132	Rab21
ENSMUSG00000069520	Tmem19
ENSMUSG00000020137	Thap2
ENSMUSG00000034163	Zfc3h1
ENSMUSG00000020140	Lgr5
ENSMUSG00000092210	A930009A15Rik
ENSMUSG00000034127	Tspan8
ENSMUSG00000020151	Ptprr
ENSMUSG00000074734	4933416C03Rik
ENSMUSG00000020154	Ptprb
ENSMUSG00000054934	Kcnmb4
ENSMUSG00000020164	Kcnmb4os1
ENSMUSG00000085837	Kcnmb4os2
ENSMUSG00000020166	Cnot2
ENSMUSG00000097104	Gm26579
ENSMUSG00000100198	1700030O20Rik
ENSMUSG00000034057	Myrfl
ENSMUSG00000064181	Rab3ip
ENSMUSG00000069518	Gm10271
ENSMUSG00000031294	D630029K05Rik
ENSMUSG00000020169	Best3
ENSMUSG00000060187	Lrrc10
ENSMUSG00000034024	Cct2
ENSMUSG00000020170	Frs2
ENSMUSG00000020171	Yeats4
ENSMUSG00000020177	9530003J23Rik
ENSMUSG00000078430	Gm10936
ENSMUSG00000069516	Lyz2
ENSMUSG00000069515	Lyz1
ENSMUSG00000055531	Cpsf6
ENSMUSG00000020183	Cpm
ENSMUSG00000020184	Mdm2
ENSMUSG00000060181	Slc35e3
ENSMUSG00000052798	Nup107
ENSMUSG00000052681	Rap1b
ENSMUSG00000020212	Mdm1
ENSMUSG00000074695	Il22
ENSMUSG00000090461	Iltifb
ENSMUSG00000055170	Ifng
ENSMUSG00000028630	Dyrk2
ENSMUSG00000100681	1700064J06Rik
ENSMUSG00000020114	Cand1
ENSMUSG00000100558	1700025F24Rik
ENSMUSG00000085454	Grip1os3
ENSMUSG00000085592	Gm16321
ENSMUSG00000034813	Grip1
ENSMUSG00000084764	Grip1os2
ENSMUSG00000085418	Grip1os1
ENSMUSG00000020228	Helb
ENSMUSG00000020227	Irak3
ENSMUSG00000020225	Tmbim4
ENSMUSG00000020224	Llph
ENSMUSG00000056758	Hmga2
ENSMUSG00000090191	9230105E05Rik
ENSMUSG00000044544	4921513I03Rik
ENSMUSG00000051236	Msrb3
ENSMUSG00000086522	Gm4473
ENSMUSG00000048661	Lemd3
ENSMUSG00000020218	Wif1
ENSMUSG00000052302	Tbc1d30
ENSMUSG00000034707	Gns
ENSMUSG00000025795	Rassf3
ENSMUSG00000020115	Tbk1
ENSMUSG00000034667	Xpot
ENSMUSG00000047642	D930020B18Rik
ENSMUSG00000053684	BC048403
ENSMUSG00000100143	C030027H14Rik
ENSMUSG00000020121	Srgap1
ENSMUSG00000034620	Tmem5
ENSMUSG00000020123	Avpr1a
ENSMUSG00000034613	Ppm1h
ENSMUSG00000034602	Mon2
ENSMUSG00000020124	Usp15
ENSMUSG00000044071	Fam19a2
ENSMUSG00000020102	Slc16a7
ENSMUSG00000020105	Lrig3
ENSMUSG00000025436	Xrcc6bp1
ENSMUSG00000078429	Ctdsp2
ENSMUSG00000025432	Avil
ENSMUSG00000040521	Tsfm
ENSMUSG00000080115	Mettl21b
ENSMUSG00000006732	Mettl1
ENSMUSG00000006724	Cyp27b1
ENSMUSG00000040502	March9
ENSMUSG00000006728	Cdk4
ENSMUSG00000006736	Tspan31
ENSMUSG00000025422	Agap2
ENSMUSG00000040462	Os9
ENSMUSG00000006731	B4galnt1
ENSMUSG00000040441	Slc26a10
ENSMUSG00000019467	Arhgef25
ENSMUSG00000040415	Dtx3
ENSMUSG00000097331	F420014N23Rik
ENSMUSG00000025417	Pip4k2c
ENSMUSG00000074657	Kif5a
ENSMUSG00000025410	Dctn2
ENSMUSG00000025409	Mbd6
ENSMUSG00000025408	Ddit3
ENSMUSG00000040354	Mars
ENSMUSG00000040345	Arhgap9
ENSMUSG00000025407	Gli1
ENSMUSG00000047492	Inhbe
ENSMUSG00000025405	Inhbc
ENSMUSG00000025404	R3hdm2
ENSMUSG00000040287	Stac3
ENSMUSG00000040280	Ndufa4l2
ENSMUSG00000025403	Shmt2
ENSMUSG00000040258	Nxph4
ENSMUSG00000040249	Lrp1
ENSMUSG00000086499	Gm16217
ENSMUSG00000002147	Stat6
ENSMUSG00000025402	Nab2
ENSMUSG00000085731	Gm16229
ENSMUSG00000040195	Tmem194
ENSMUSG00000087163	Gm16230
ENSMUSG00000025401	Myo1a
ENSMUSG00000025400	Tac2
ENSMUSG00000044617	Zbtb39
ENSMUSG00000058396	Gpr182
ENSMUSG00000089789	Rdh1
ENSMUSG00000099009	Gm28046
ENSMUSG00000056148	Rdh9
ENSMUSG00000069456	Rdh16
ENSMUSG00000054052	Rdh19
ENSMUSG00000074639	BC089597
ENSMUSG00000040134	Rdh7
ENSMUSG00000040127	Sdr9c7
ENSMUSG00000025396	Hsd17b6
ENSMUSG00000025395	Prim1
ENSMUSG00000061315	Naca
ENSMUSG00000071072	Ptges3
ENSMUSG00000025393	Atp5b
ENSMUSG00000040054	Baz2a
ENSMUSG00000040043	Rbms2
ENSMUSG00000044005	Gls2
ENSMUSG00000051346	Spryd4
ENSMUSG00000025389	Mip
ENSMUSG00000097526	Gm26847
ENSMUSG00000039994	Timeless
ENSMUSG00000051716	Apon
ENSMUSG00000047631	Apof
ENSMUSG00000040033	Stat2
ENSMUSG00000025383	Il23a
ENSMUSG00000005682	Pan2
ENSMUSG00000025381	Cnpy2
ENSMUSG00000005683	Cs
ENSMUSG00000039914	Coq10a
ENSMUSG00000014498	Ankrd52
ENSMUSG00000090761	Gm17201
ENSMUSG00000039878	Slc39a5
ENSMUSG00000025374	Nabp2
ENSMUSG00000025373	Rnf41
ENSMUSG00000025369	Smarcc2
ENSMUSG00000090841	Myl6
ENSMUSG00000039824	Myl6b
ENSMUSG00000097353	A430046D13Rik
ENSMUSG00000025366	Esyt1
ENSMUSG00000100548	Gm29585
ENSMUSG00000039810	Zc3h10
ENSMUSG00000093674	Rpl41
ENSMUSG00000025364	Pa2g4
ENSMUSG00000018166	Erbb3
ENSMUSG00000025362	Rps26
ENSMUSG00000002578	Ikzf4
ENSMUSG00000097372	Gm26876
ENSMUSG00000049858	Suox
ENSMUSG00000000711	Rab5b
ENSMUSG00000025358	Cdk2
ENSMUSG00000025359	Pmel
ENSMUSG00000025357	Dgka
ENSMUSG00000064030	Pym1
ENSMUSG00000025355	Mmp19
ENSMUSG00000047090	Tmem198b
ENSMUSG00000025354	Dnajc14
ENSMUSG00000025353	Ormdl2
ENSMUSG00000078427	Sarnp
ENSMUSG00000025352	Gdf11
ENSMUSG00000025351	Cd63
ENSMUSG00000025350	Rdh5
ENSMUSG00000090247	Bloc1s1
ENSMUSG00000025348	Itga7
ENSMUSG00000025347	Mettl7b
ENSMUSG00000097691	9030616G12Rik
ENSMUSG00000069430	Olfr9
ENSMUSG00000063374	Olfr763
ENSMUSG00000056853	Olfr765
ENSMUSG00000107507	RP23-476C23.10
ENSMUSG00000059762	Olfr767
ENSMUSG00000050198	Olfr768
ENSMUSG00000042801	Olfr769
ENSMUSG00000047868	Olfr770
ENSMUSG00000061367	Olfr771
ENSMUSG00000107662	Olfr772
ENSMUSG00000096000	Olfr773
ENSMUSG00000096229	Olfr774
ENSMUSG00000096220	Olfr775
ENSMUSG00000095483	Olfr776
ENSMUSG00000062914	Olfr777
ENSMUSG00000049573	Olfr780
ENSMUSG00000095138	Olfr781
ENSMUSG00000095075	Olfr782
ENSMUSG00000094347	Olfr784
ENSMUSG00000108277	Gm44444
ENSMUSG00000095696	Olfr786
ENSMUSG00000096497	Olfr787
ENSMUSG00000049217	Olfr788
ENSMUSG00000108133	Olfr789
ENSMUSG00000044025	Olfr790
ENSMUSG00000108061	Olfr790
ENSMUSG00000047626	Olfr791
ENSMUSG00000094496	Olfr792
ENSMUSG00000044293	Olfr794
ENSMUSG00000052012	Olfr796
ENSMUSG00000095002	Olfr798
ENSMUSG00000094734	Olfr799
ENSMUSG00000108114	Olfr800
ENSMUSG00000058513	Olfr801
ENSMUSG00000093866	Olfr802
ENSMUSG00000046041	Olfr803
ENSMUSG00000095401	Olfr804
ENSMUSG00000096858	Olfr805
ENSMUSG00000071065	Olfr806
ENSMUSG00000050478	Olfr807
ENSMUSG00000049894	Olfr808
ENSMUSG00000050251	Olfr809
ENSMUSG00000107670	Olfr809
ENSMUSG00000069421	Olfr810
ENSMUSG00000063173	Olfr811
ENSMUSG00000049052	Olfr812
ENSMUSG00000052818	Olfr813
ENSMUSG00000059134	Olfr814
ENSMUSG00000061961	Olfr815
ENSMUSG00000063715	Olfr816
ENSMUSG00000058071	Olfr818
ENSMUSG00000094295	Olfr819
ENSMUSG00000095608	Olfr247
ENSMUSG00000094632	Gm10310
ENSMUSG00000048745	Olfr820
ENSMUSG00000044897	Olfr821
ENSMUSG00000058251	Olfr822
ENSMUSG00000096747	Olfr823
ENSMUSG00000095804	Olfr824
ENSMUSG00000058084	Olfr825
ENSMUSG00000059862	Olfr826
ENSMUSG00000045559	Olfr827
ENSMUSG00000048015	Neurod4
ENSMUSG00000034833	Tespa1
ENSMUSG00000070601	Vmn2r84
ENSMUSG00000092048	Vmn2r85
ENSMUSG00000092162	Vmn2r86
ENSMUSG00000091511	Vmn2r87
ENSMUSG00000005534	Insr
ENSMUSG00000086065	Gm16180
ENSMUSG00000074497	A430078G23Rik
ENSMUSG00000004568	Arhgef18
ENSMUSG00000069633	Pex11g
ENSMUSG00000040340	1700019B03Rik
ENSMUSG00000047264	Zfp358
ENSMUSG00000004567	Mcoln1
ENSMUSG00000004565	Pnpla6
ENSMUSG00000065952	C330021F23Rik
ENSMUSG00000044433	Camsap3
ENSMUSG00000019470	Xab2
ENSMUSG00000087687	Pet100
ENSMUSG00000004630	Pcp2
ENSMUSG00000004626	Stxbp2
ENSMUSG00000012705	Retn
ENSMUSG00000013974	Mcemp1
ENSMUSG00000089665	Fcor
ENSMUSG00000109277	RP23-316J6.4
ENSMUSG00000108888	RP23-316J6.5
ENSMUSG00000040236	Trappc5
ENSMUSG00000005540	Fcer2a
ENSMUSG00000074491	Clec4g
ENSMUSG00000089956	Gm16553
ENSMUSG00000031494	Cd209a
ENSMUSG00000040197	Cd209e
ENSMUSG00000031495	Cd209d
ENSMUSG00000065987	Cd209b
ENSMUSG00000040165	Cd209c
ENSMUSG00000097544	Gm26750
ENSMUSG00000051906	Cd209f
ENSMUSG00000079168	Cd209g
ENSMUSG00000086805	4932443L11Rik
ENSMUSG00000011832	Evi5l
ENSMUSG00000064125	Prr36
ENSMUSG00000046589	Lrrc8e
ENSMUSG00000002948	Map2k7
ENSMUSG00000109061	Map2k7
ENSMUSG00000089736	Tgfbr3l
ENSMUSG00000011837	Snapc2
ENSMUSG00000048644	Ctxn1
ENSMUSG00000002949	Timm44
ENSMUSG00000040028	Elavl1
ENSMUSG00000023235	Ccl25
ENSMUSG00000008206	Cers4
ENSMUSG00000058748	Zfp958
ENSMUSG00000097308	Gm6410
ENSMUSG00000022322	Shcbp1
ENSMUSG00000023073	Slc10a2
ENSMUSG00000109313	RP23-10I8.1
ENSMUSG00000092092	Gm17215
ENSMUSG00000109260	RP24-476M14.1
ENSMUSG00000109127	RP23-216D14.3
ENSMUSG00000109566	RP23-196J23.1
ENSMUSG00000109134	RP23-216D14.4
ENSMUSG00000109056	RP23-216D14.1
ENSMUSG00000109515	RP23-216D14.2
ENSMUSG00000108941	RP23-444O13.2
ENSMUSG00000108932	RP24-281E22.1
ENSMUSG00000109436	RP24-281E22.2
ENSMUSG00000001300	Efnb2
ENSMUSG00000040467	4921522P10Rik
ENSMUSG00000040459	Arglu1
ENSMUSG00000109190	RP23-328F4.7
ENSMUSG00000109371	RP23-274K7.1
ENSMUSG00000109062	RP23-156J8.1
ENSMUSG00000109346	RP23-274K7.2
ENSMUSG00000109215	RP23-184K1.2
ENSMUSG00000109124	RP23-184K1.3
ENSMUSG00000109064	RP23-184K1.4
ENSMUSG00000079157	Fam155a
ENSMUSG00000109183	RP24-387H11.1
ENSMUSG00000067627	Gm10217
ENSMUSG00000095279	Gm10067
ENSMUSG00000049717	Lig4
ENSMUSG00000040396	Abhd13
ENSMUSG00000031497	Tnfsf13b
ENSMUSG00000109545	RP23-83P19.1
ENSMUSG00000039057	Myo16
ENSMUSG00000109258	RP23-385E22.2
ENSMUSG00000109503	RP24-294M17.2
ENSMUSG00000109432	RP24-294M17.1
ENSMUSG00000109067	RP24-294M17.3
ENSMUSG00000108997	RP24-294M17.4
ENSMUSG00000109271	RP24-294M17.5
ENSMUSG00000108961	RP23-366O14.2
ENSMUSG00000109473	RP23-366O14.4
ENSMUSG00000108969	RP23-366O14.3
ENSMUSG00000109291	RP23-366O14.5
ENSMUSG00000038917	3930402G23Rik
ENSMUSG00000109084	RP23-366O14.8
ENSMUSG00000109508	RP23-366O14.9
ENSMUSG00000038894	Irs2
ENSMUSG00000096938	9530052E02Rik
ENSMUSG00000108847	RP23-343H23.2
ENSMUSG00000109151	RP23-407E22.1
ENSMUSG00000109029	RP23-407E22.2
ENSMUSG00000085573	Gm15418
ENSMUSG00000031502	Col4a1
ENSMUSG00000031503	Col4a2
ENSMUSG00000084783	Gm15419
ENSMUSG00000031504	Rab20
ENSMUSG00000096957	E230013L22Rik
ENSMUSG00000031505	Carkd
ENSMUSG00000056228	Cars2
ENSMUSG00000045969	Ing1
ENSMUSG00000031508	Ankrd10
ENSMUSG00000031509	1700016D06Rik
ENSMUSG00000031510	1700128E19Rik
ENSMUSG00000031511	Arhgef7
ENSMUSG00000086500	Gm15875
ENSMUSG00000031512	Tex29
ENSMUSG00000074473	A230072I06Rik
ENSMUSG00000101899	Gm29175
ENSMUSG00000096014	Sox1
ENSMUSG00000097421	D630011A20Rik
ENSMUSG00000010435	Spaca7
ENSMUSG00000000759	Tubgcp3
ENSMUSG00000074469	Gm15348
