"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"WP710","WP710","DNA Damage Response (only ATM dependent)",111,-0.421948465844916,-1.4909399130155,0.00738916256157635,0.0243642454697731,0.0129835781779712,3454,"tags=32%, list=14%, signal=27%","TCF7L1/CTNNB1/CDKN1B/NFKB1/APC/CCND2/PTEN/SOS2/WNT7A/AKT1/MAPK9/BCL6/PPP2R5C/CDKN1A/TCF7L2/PCK2/SOD2/GRB2/FRAT1/RAC2/IRS1/TGFB1/PIK3R3/RHOA/PIK3C2G/MAPK1/PIK3R1/PIK3R5/JUN/FOXO3/LDLR/CCND3/WNT3A/CAT"
"WP15","WP15","Selenium Micronutrient Network",89,-0.463322668064958,-1.55866650168236,0.00753768844221105,0.0243642454697731,0.0129835781779712,3493,"tags=31%, list=14%, signal=27%","GGTLC1/FGG/NFKB1/IL1B/ABCA1/FGA/SELENON/SERPINA3/SOD2/DIO3/ICAM1/PTGS1/IL6/KMO/ALOX15B/GGTLC2/ALOX5AP/APOA1/GGT1/LDLR/SOD3/HBB/GPX3/HBA1/CAT/ALOX5/SELENOP"
"WP2328","WP2328","Allograft Rejection",89,-0.499394293978949,-1.68001526971948,0.00753768844221105,0.0243642454697731,0.0129835781779712,3134,"tags=40%, list=13%, signal=35%","CD40/C2/HLA-DMB/CD86/C3/CXCL12/HLA-DRB5/CASP7/IL2/HLA-DRB1/CD40LG/LRRK2/C1QC/TGFB1/C8B/HLA-DRA/C4A/HLA-DMA/HLA-DQA2/HLA-DQA1/PECR/IL1A/C1QA/C4B/HLA-G/HLA-DPB1/C7/HLA-E/C1QB/PRKCZ/C5/PRF1/HLA-DPA1/HLA-DOA/AGTR1"
"WP75","WP75","Toll-like Receptor Signaling Pathway",103,-0.47066931532722,-1.62692638985206,0.00775193798449612,0.0248062015503876,0.013219094247246,5196,"tags=42%, list=21%, signal=33%","TNF/RAC1/CCL5/CHUK/RELA/TIRAP/MAPK10/TRAF6/CCL4/IFNA14/RIPK1/MAP2K3/TAB1/MAP2K1/TAB2/MAPK3/TLR7/MAP2K4/MAPK14/NFKB1/IL1B/TLR5/CD40/CD86/AKT1/MAPK9/FOS/TLR3/TOLLIP/MAP3K8/TLR2/PIK3R3/IRF5/IL6/MAPK1/NFKBIA/PIK3R1/PIK3R5/JUN/MYD88/TLR8/TLR4"
"WP3858","WP3858","Toll-like Receptor Signaling",31,-0.593909181131908,-1.64129979980801,0.00917431192660551,0.0286225402504472,0.0152528010545146,5024,"tags=45%, list=21%, signal=36%","RELA/TIRAP/TRAF6/TLR7/NFKB1/TLR5/TLR3/TOLLIP/TLR2/MAPK1/MYD88/TLR8/TLR4"
"WP244","WP244","Alpha 6 Beta 4 signaling pathway",33,-0.592696115235935,-1.65491112741854,0.00921658986175115,0.0286225402504472,0.0152528010545146,3558,"tags=39%, list=15%, signal=34%","MAPK14/GAB1/AKT1/LAMA2/GRB2/IRS1/RHOA/LAMB2/MAPK1/PIK3R1/LAMA3/PRKCD"
"WP2112","WP2112","IL17 signaling pathway",32,-0.600847580208362,-1.67140725664644,0.0092378752886836,0.0286225402504472,0.0152528010545146,5196,"tags=66%, list=21%, signal=52%","IL17B/MAP3K14/JAK2/RELA/IL17RB/SP1/TRAF6/GSK3B/CEBPB/IL17RE/MAPK3/NFKB1/TRAF3IP2/AKT1/JAK1/STAT3/MAPK1/CEBPD/IL17RA/IL17D"
"WP410","WP410","Exercise-induced Circadian Regulation",48,-0.541562832478487,-1.63667859285653,0.00930232558139535,0.0286225402504472,0.0152528010545146,3570,"tags=46%, list=15%, signal=39%","ARNTL/EIF4G2/CEBPB/TAB2/IDI1/TOB1/GSTM3/CRY1/GFRA1/BTG1/DAZAP2/PPP2CB/QKI/HLA-DMA/RBPMS/PER1/NCOA4/CRY2/PPP1R3C/CLDN5/KLF9"
"WP2118","WP2118","Arrhythmogenic Right Ventricular Cardiomyopathy",74,-0.477962319992754,-1.57337705473479,0.00952380952380952,0.0290249433106576,0.0154672395273899,3848,"tags=42%, list=16%, signal=35%","CACNG2/TCF7L1/CTNNA3/CTNNB1/ITGA1/CTNNA1/CACNG4/ITGB6/CACNA1C/CACNA1D/CACNB4/SLC8A1/DAG1/SGCB/LAMA2/CACNA2D2/TCF7L2/SGCD/DMD/ITGA3/ACTN4/GJA1/ITGA9/ITGA10/ITGA2B/ACTN2/CACNA1S/SGCA/SGCG/ITGA8"
"WP2261","WP2261","Signaling Pathways in Glioblastoma",82,-0.46980885475768,-1.56855575596006,0.00995024875621891,0.0300384868112269,0.0160073515244038,3823,"tags=40%, list=16%, signal=34%","PDPK1/RAF1/MAP2K1/PDGFRA/MAPK3/MAP2K4/CDKN1B/CCND2/PTEN/PLCG2/EP300/GAB1/AKT1/MAP2K5/CDKN1A/GRB2/ARAF/IRS1/PIK3C2G/PRKCQ/PRKCB/MAPK1/FOXO1/FGFR2/FOXO4/PIK3R1/PRKCZ/FOXO3/PRKCD/SPRY2/PRKCH/CDKN2B"
"WP4263","WP4263","Pancreatic adenocarcinoma pathway",89,-0.448736434831178,-1.50959686901757,0.0100502512562814,0.0300568261870098,0.0160171244812355,3731,"tags=39%, list=15%, signal=33%","RAC1/CHUK/RELA/SMAD4/MAPK10/DDB2/CCND1/RAF1/MAP2K1/MAPK3/TGFB2/NFKB1/RALBP1/PAK4/PAK5/AKT1/BCL2L1/MAPK9/CDKN1A/JAK1/ARAF/RAC2/TGFB1/PIK3R3/RHOA/STAT3/PEBP1/MAPK1/PIK3R1/PRKCD/DUSP6/ARHGEF6/GADD45B/TGFBR2"
"WP1433","WP1433","Nucleotide-binding Oligomerization Domain (NOD) pathway",41,-0.540170731284649,-1.57711241728712,0.0114678899082569,0.033822348116518,0.0180237512989339,5235,"tags=46%, list=22%, signal=36%","CARD8/RAC1/CHUK/RELA/NLRP12/NLRP3/NOD2/PYCARD/IL1B/CASP5/CASP7/CARD9/MEFV/CASP1/NOD1/NFKBIA/CARD6/NLRC4"
"WP3676","WP3676","BDNF-TrkB Signaling",33,-0.57433990094298,-1.60365736936312,0.0115207373271889,0.033822348116518,0.0180237512989339,2738,"tags=42%, list=11%, signal=38%","TRPC3/MAP2K1/GAB1/AKT1/RPS6KA1/GRB2/MKNK1/MAPK1/NTRK2/GAB2/BDNF/ARC/TRPC6"
"WP4396","WP4396","Nonalcoholic fatty liver disease",155,-0.362936694457218,-1.32971578290757,0.0129533678756477,0.0376825247291569,0.0200808190990902,3164,"tags=15%, list=13%, signal=14%","NFKB1/IL1B/PRKAB1/MAP3K11/AKT1/ERN1/CASP7/MAPK9/IRS1/TGFB1/PIK3R3/COX7A1/IL6/RXRA/IL1A/ADIPOR2/PIK3R1/JUN/SMAD7/CEBPA/IL6R/COX4I2/LEPR"
"WP167","WP167","Eicosanoid Synthesis",26,-0.634788780537419,-1.6851790590273,0.0136363636363636,0.0387174833635814,0.0206323431082243,3378,"tags=46%, list=14%, signal=40%","PTGIS/PLA2G5/PTGS1/ALOX15B/GGTLC2/ALOX5AP/GGT1/LTA4H/TBXAS1/PTGDS/ALOX5"
"WP205","WP205","IL-7 Signaling Pathway",25,-0.647064231955439,-1.69116192335721,0.0136674259681093,0.0387174833635814,0.0206323431082243,4412,"tags=68%, list=18%, signal=56%","CCND1/MAP2K1/MAPK3/CDKN1B/FYN/AKT1/BCL2L1/STAT5B/JAK1/IL2RG/STAT3/STAT5A/PTK2B/MAPK1/PIK3R1/IL7R"
"WP2586","WP2586","Aryl Hydrocarbon Receptor",45,-0.518898697111699,-1.54927455814743,0.0137931034482759,0.0387174833635814,0.0206323431082243,4322,"tags=40%, list=18%, signal=33%","CYP1B1/CYP1A1/RAF1/MAP2K1/NFE2L2/CDKN1B/NFKB1/EP300/CDKN1A/ARNT/HPGDS/MAPK1/PLAGL1/LPL/KLF6/CYP1A2/CD36"
"WP268","WP268","Notch Signaling",45,-0.517665468318334,-1.54559250998549,0.0137931034482759,0.0387174833635814,0.0206323431082243,2384,"tags=24%, list=10%, signal=22%","NOTCH1/DTX4/NUMB/APH1B/INPP5K/KAT2B/NOTCH4/PTCRA/MFNG/KCNJ5"
"WP3863","WP3863","T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection",62,-0.472479499049397,-1.4986947424136,0.013986013986014,0.0389176041349954,0.0207389864140436,5125,"tags=48%, list=21%, signal=38%","MAP3K14/CHUK/CD8A/GSK3B/PLCG1/ICOS/RAF1/MAP2K1/PTPRC/MAPK3/LCP2/NFATC2/FYN/NFKB1/CHP1/AKT1/MAPK9/IL2/FOS/CD40LG/GRB2/CALM1/MAP3K8/PRKCQ/PTPN6/RRAS/NFKBIA/JUN/CD4"
"WP24","WP24","Peptide GPCRs",75,-0.45329305494355,-1.49817386341742,0.014218009478673,0.0392220951135807,0.0209012480539476,3865,"tags=35%, list=16%, signal=29%","NPY4R/HCRTR2/EDNRA/ATP8A1/GALR1/FPR3/SSTR1/NPY1R/GHSR/ACKR1/C3AR1/CCR1/CXCR4/CXCR1/AGTR2/AVPR2/CXCR2/TACR3/C5AR1/FPR1/SSTR4/FPR2/CX3CR1/AGTR1/EDNRB"
"WP176","WP176","Folate Metabolism",70,-0.464337196191892,-1.50408010089958,0.0146699266503667,0.0401228763086954,0.0213812696118706,3592,"tags=37%, list=15%, signal=32%","INS/MTHFS/CSF1/FOLR3/FGG/NFKB1/IL1B/ABCA1/FGA/FOLR1/FOLR2/IL2/SERPINA3/SOD2/SLC19A1/ICAM1/IL6/APOA1/LDLR/NOS1/SOD3/HBB/GPX3/HBA1/CAT"
"WP2858","WP2858","Ectoderm Differentiation",141,-0.369997509624108,-1.34987838598429,0.0151133501259446,0.040985356273748,0.0218408806458789,3453,"tags=27%, list=14%, signal=23%","CTNNB1/ARHGEF9/BCAS3/SNCA/GAS2L1/FYN/PI4KA/MECP2/CDON/SERPINB6/ABCC4/GLB1/ZBTB16/NFATC1/CDH6/DMD/ZNF219/BMP4/TSC22D1/PGM1/EDA/PLXNA2/NR2F2/FZD5/PLCXD3/BMPR1A/SOCS2/RAB8B/FGFR2/PTPRB/PTPN13/FZD4/SPRY2/CTNND2/SDCBP/GATA6/LDB2"
"WP1528","WP1528","Physiological and Pathological Hypertrophy  of the Heart",25,-0.634959122979062,-1.6595241069428,0.0159453302961276,0.0427046263345196,0.0227570706124742,3906,"tags=56%, list=16%, signal=47%","MAP2K3/MAPK14/LIFR/FOS/CALM1/RHOA/STAT3/IL6ST/PRKCB/MAPK1/JUN/PRKCE/EDN1"
"WP2516","WP2516","ATM Signaling Pathway",40,0.554957330191489,1.55676315483946,0.0160142348754448,0.0427046263345196,0.0227570706124742,4611,"tags=42%, list=19%, signal=34%","CDC25C/CCNB1/CHEK1/CDK1/FANCD2/BRCA1/RAD51/CCNE1/CDC25A/MDM4/H2AFX/CHEK2/PIDD1/AP3B2/GADD45A/ATM/MRE11"
"WP4216","WP4216","Chromosomal and microsatellite instability in colorectal cancer ",73,-0.454120807285491,-1.48751379329662,0.0169491525423729,0.0448242050707382,0.0238865829653276,4776,"tags=42%, list=20%, signal=34%","RAC1/SMAD4/MAPK10/GSK3B/DDB2/CCND1/RAF1/MAP2K1/MLH1/MAPK3/TCF7L1/CTNNB1/TGFB2/APC/AKT1/MAPK9/APPL1/CDKN1A/TCF7L2/FOS/ARAF/RAC2/TGFB1/RHOA/MAPK1/JUN/DCC/GADD45B/AXIN2/TGFBR2"
"WP2036","WP2036","TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway",42,-0.514025556221922,-1.50852312693655,0.0182232346241458,0.0473512873631252,0.0252332518185075,5196,"tags=55%, list=21%, signal=43%","TNF/RAC1/CCL5/MAP3K14/CHUK/RELA/GSK3B/TRIM63/RIPK1/RAF1/MAPK3/CTNNB1/MAPK14/NFKB1/AKT1/CASP7/MAPK9/IL6/TNFSF12/MAPK1/NFKBIA/JUN"
"WP3594","WP3594","Circadian rhythm related genes",200,-0.350218594169658,-1.32383047067144,0.0182767624020888,0.0473512873631252,0.0252332518185075,3897,"tags=26%, list=16%, signal=22%","OPRL1/DYRK1A/ADORA2A/ID2/GNA11/HCRTR2/NAGLU/NKX2-1/RORB/PER3/PML/PTEN/CST3/ROCK2/EGR1/FBXW11/CRH/EP300/BTBD9/CRY1/KLF10/MAPK9/ID3/OPN3/JUND/NFIL3/UBC/HNF1B/ARNT/FBXL3/CPT1A/CARTPT/IL6/ARNT2/SFTPC/NTRK3/AGRP/CHRM1/PER1/SIK1/JUN/HEBP1/CRY2/PRF1/BHLHE41/GNAQ/PTGDS/PPARG/ID4/KLF9/PRKG2/SLC6A4"
"WP430","WP430","Statin Pathway",31,-0.557914902741278,-1.54182768556289,0.018348623853211,0.0473512873631252,0.0252332518185075,3115,"tags=39%, list=13%, signal=34%","ABCA1/APOA5/CYP7A1/APOE/CETP/HMGCR/LRP1/APOC1/APOA1/LDLR/LPL"
"WP4535","WP4535","Envelope proteins and their potential roles in EDMD physiopathology",46,-0.505460594276532,-1.5219902451176,0.0186046511627907,0.0476279069767442,0.0253806609547124,5515,"tags=43%, list=23%, signal=34%","PLEC/SRF/ADCY3/SMAD4/ADCY8/MAP2K1/MAPK3/ADCY5/TGFB2/TMEM43/SOS2/GRB2/TGFB1/RHOA/CCN2/MAPK1/ADCY4/SYNE3/ADCY9"
